,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
1160,qasigiannguit,9,GL,1570595408,53,68.82,-51.19,26.6,1.12
1161,roald,75,NO,1570595409,66,62.58,6.12,48.2,11.41
1162,launceston,90,AU,1570595409,47,-41.43,147.14,59.0,8.05
1163,hirado,20,JP,1570595409,60,33.32,129.49,78.8,11.41
1164,kachug,90,RU,1570595410,47,53.96,105.89,32.56,15.93
1165,kokopo,43,PG,1570595410,77,-4.34,152.27,81.52,0.54
1166,balakhta,14,RU,1570595411,51,55.38,91.62,43.38,3.67
1167,myrtle beach,90,US,1570595411,82,33.7,-78.89,66.99,13.87
1168,judaberg,75,NO,1570595411,87,59.17,5.87,52.0,11.41
1169,ust-maya,100,RU,1570595411,99,60.42,134.54,32.76,1.23
1170,lamu,100,CN,1570595412,87,35.77,102.37,41.81,3.87
1171,krasnyy chikoy,100,RU,1570595412,67,50.36,108.75,32.87,13.56
1172,arawa,0,ID,1570595412,70,-3.93,119.75,83.86,16.17
1173,cantavir,0,RS,1570595413,64,45.92,19.76,49.28,8.76
1174,campo grande,76,BR,1570595413,73,-20.46,-54.62,71.6,6.93
1175,rio esteban,20,HN,1570595413,79,15.83,-86.3,86.0,20.8
1176,salinas,90,US,1570595311,100,36.67,-121.66,64.99,2.8
1177,krasnomayskiy,0,RU,1570595414,66,55.0,82.52,50.0,4.47
1178,jubbal,20,IN,1570595414,82,31.11,77.67,64.4,4.02
1179,atbasar,96,KZ,1570595414,47,51.81,68.36,60.25,7.74
1180,bako,100,BF,1570595415,91,12.29,-0.73,72.41,8.28
1181,kaka,0,TM,1570595415,21,37.35,59.62,83.05,7.73
1182,concepcion,97,CO,1570595415,97,9.56,-73.66,74.61,2.26
1183,haizhou,42,CN,1570595415,36,34.58,119.13,75.53,6.67
1184,vetlanda,100,SE,1570595416,100,57.43,15.09,48.2,5.82
1185,shahrud,0,IR,1570595416,14,36.42,54.97,57.2,6.62
1186,sukhothai,20,TH,1570595416,62,17.01,99.82,89.6,3.36
1187,petrolina,0,BR,1570595417,61,-9.38,-40.5,77.0,14.99
1188,pierre,1,US,1570595361,55,44.37,-100.35,63.0,6.93
1189,bullhead city,1,US,1570595417,9,35.15,-114.57,84.2,7.78
1190,inhambane,75,MZ,1570595417,94,-23.87,35.38,77.0,12.75
1191,gubkinskiy,100,RU,1570595418,69,64.43,76.5,38.37,19.63
1192,redlands,1,US,1570595418,32,34.06,-117.19,70.0,4.03
1193,cessnock,20,AU,1570595418,52,-32.83,151.35,66.0,19.46
1194,banda aceh,93,ID,1570595418,89,5.56,95.32,78.51,2.32
1195,buritis,37,BR,1570595419,57,-15.62,-46.42,73.19,2.95
1196,fort pierce,20,US,1570595142,94,27.45,-80.33,78.01,4.85
1197,son la,69,VN,1570595419,90,21.32,103.9,74.36,2.15
1198,severodvinsk,90,RU,1570595420,93,64.56,39.82,33.8,13.42
1199,stettler,99,CA,1570595420,81,52.32,-112.71,27.0,10.0
1200,muzaffarabad,0,PK,1570595420,41,34.37,73.47,65.95,5.97
1201,togur,85,RU,1570595420,63,58.36,82.83,42.87,4.9
1202,orcopampa,0,PE,1570595421,25,-15.27,-72.34,35.98,3.74
1203,elizabethton,1,US,1570595421,93,36.35,-82.21,59.0,4.7
1204,ponta delgada,20,PT,1570595421,55,37.73,-25.67,71.01,6.93
1205,chimoio,20,MZ,1570595422,88,-19.11,33.48,69.8,2.93
1206,general pico,81,AR,1570595422,35,-35.66,-63.75,52.2,3.55
1207,jermuk,91,AM,1570595422,48,39.84,45.67,47.99,14.03
1208,mariental,100,BR,1570595423,100,-25.72,-49.65,59.0,3.36
1209,newcastle,20,AU,1570595423,52,-32.93,151.78,66.0,19.46
1210,chapada dos guimaraes,89,BR,1570595423,73,-15.46,-55.75,77.0,3.36
1211,moldava nad bodvou,90,SK,1570595423,70,48.61,21.0,45.0,8.05
1212,black forest,0,AU,1570595424,48,-34.96,138.58,64.0,16.11
1213,changji,33,CN,1570595424,48,32.07,116.17,77.8,6.4
1214,kiama,75,AU,1570595424,45,-34.67,150.86,64.0,14.99
1215,ulverstone,96,AU,1570595425,25,-41.16,146.17,64.0,8.01
1216,delijan,0,IR,1570595425,23,33.99,50.69,71.51,1.68
1217,derzhavinsk,99,KZ,1570595425,34,51.1,66.31,64.78,7.95
1218,eureka,1,US,1570595426,71,40.8,-124.16,54.0,10.29
1219,vihti,20,FI,1570595236,93,60.42,24.32,34.0,5.82
1220,santona,75,ES,1570595426,93,43.44,-3.46,60.01,8.05
1221,ambon,0,FR,1570595426,93,47.55,-2.56,57.0,3.36
1222,krasnokholmskiy,100,RU,1570595427,87,55.99,55.05,40.01,7.87
1223,pengcheng,100,CN,1570595427,66,36.43,114.17,57.76,7.67
1224,urengoy,100,RU,1570595427,71,65.96,78.37,36.7,15.43
1225,thayetmyo,0,MM,1570595428,58,19.32,95.18,91.1,1.81
1226,askarovo,20,RU,1570595428,87,53.34,58.51,42.8,2.24
1227,manggar,34,ID,1570595428,78,-2.88,108.27,81.07,12.09
1228,charyshskoye,0,RU,1570595429,50,51.4,83.56,62.02,4.83
1229,choix,0,MX,1570595429,75,26.71,-108.33,73.01,3.67
1230,manaure,14,CO,1570595429,80,11.78,-72.45,83.7,16.93
1231,kroonstad,0,ZA,1570595429,54,-27.65,27.24,42.01,4.34
1232,san luis,77,AR,1570595430,46,-33.3,-66.34,64.56,5.07
1233,palaikastron,34,GR,1570595430,78,35.2,26.25,71.01,11.01
1234,gobabis,0,NA,1570595430,19,-22.45,18.97,60.8,3.36
1235,buala,26,SB,1570595430,68,-8.15,159.59,83.77,2.19
1236,santa engracia,6,ES,1570595431,82,41.94,-1.32,62.01,3.36
1237,stawell,99,AU,1570595431,67,-37.06,142.77,53.39,6.64
1238,seoul,1,KR,1570595431,31,37.57,126.98,68.0,5.82
1239,nienburg,0,DE,1570595432,93,51.84,11.77,52.0,11.41
1240,longyan,49,CN,1570595432,58,25.1,117.03,82.44,2.35
1241,bouake,40,CI,1570595432,100,7.69,-5.02,69.8,4.7
1242,tucuman,0,PE,1570595432,56,-17.17,-70.89,47.18,3.15
1243,pizarro,99,CO,1570595433,82,4.95,-77.37,78.22,3.92
1244,ruzhyn,0,UA,1570595433,86,49.72,29.2,41.0,8.95
1245,karlskoga,90,SE,1570595433,93,59.33,14.52,41.0,5.82
1246,sambava,64,MG,1570595433,81,-14.27,50.17,74.9,3.56
1247,road town,24,VG,1570595434,74,18.42,-64.62,82.99,6.93
1248,hit,21,IQ,1570595434,24,33.64,42.83,89.35,4.43
1249,andros town,40,BS,1570595434,94,24.73,-77.79,78.8,2.24
1250,namatanai,22,PG,1570595435,77,-3.66,152.44,82.24,9.4
1251,slyudyanka,100,RU,1570595435,76,51.66,103.72,28.72,5.83
1252,sala consilina,0,IT,1570595435,67,40.4,15.6,54.47,4.88
1253,mizdah,16,LY,1570595436,90,31.45,12.98,57.96,3.76
1254,bollnas,98,SE,1570595248,98,61.35,16.39,30.99,1.52
1255,fram,0,PY,1570595436,52,-27.1,-56.02,68.0,5.82
1256,kharp,100,RU,1570595436,99,66.82,65.8,33.21,2.42
1257,marechal candido rondon,40,BR,1570595437,73,-24.56,-54.06,66.43,3.87
1258,baracoa,64,CU,1570595437,84,20.35,-74.5,82.51,10.2
1259,makaryev,55,RU,1570595438,78,57.88,43.81,35.01,8.57
1260,acurenam,84,GA,1570595438,98,1.03,10.67,67.84,2.83
1261,khash,0,IR,1570595438,19,28.22,61.21,72.05,1.25
1262,semporna,40,MY,1570595439,63,4.48,118.61,91.4,10.29
1263,naryan-mar,65,RU,1570595439,78,67.67,53.09,33.66,19.62
1264,tungor,100,RU,1570595439,97,53.39,142.95,46.94,14.58
1265,keetmanshoop,0,NA,1570595440,31,-26.57,18.15,60.8,4.7
1266,karanganom,38,ID,1570595440,56,-8.13,113.13,74.72,3.67
1267,quebec,5,CA,1570595405,93,46.83,-71.24,45.0,3.36
1268,yarada,75,IN,1570595440,79,17.65,83.27,84.2,4.7
1269,trelew,83,AR,1570595441,43,-43.25,-65.31,48.78,12.72
1270,kobryn,90,BY,1570595441,100,52.21,24.36,46.4,8.95
1271,ilhabela,100,BR,1570595441,90,-23.78,-45.36,68.43,7.92
1272,suntar,100,RU,1570595441,73,62.16,117.65,24.17,8.81
1273,neuquen,100,AR,1570595442,39,-38.95,-68.06,60.8,8.05
1274,merta,0,IN,1570595442,23,26.65,74.03,89.33,2.32
1275,dinghai,75,CN,1570595442,69,26.28,119.79,75.2,15.66
1276,ahtopol,40,BG,1570595443,93,42.1,27.94,52.0,6.93
1277,salvador,20,BR,1570595442,83,-12.98,-38.48,77.0,8.05
1278,banff,99,CA,1570595443,87,51.18,-115.57,18.0,5.99
1279,fethiye,0,TR,1570595443,93,36.62,29.12,60.8,6.93
1280,hofn,100,IS,1570595444,97,64.25,-15.21,35.6,16.13
1281,shimoda,20,JP,1570595444,46,34.7,138.93,77.0,21.92
1282,megion,100,RU,1570595444,75,61.04,76.11,39.2,11.18
1283,scarborough,100,GB,1570595444,87,54.28,-0.41,51.01,9.17
1284,sabang,84,PH,1570595445,81,13.8,121.11,84.0,5.99
1285,opuwo,0,NA,1570595445,25,-18.06,13.84,69.07,2.48
1286,puerto colombia,75,CO,1570595445,94,10.99,-74.96,80.6,4.7
1287,bilma,37,NE,1570595446,43,18.69,12.92,83.91,6.9
1288,benguela,58,AO,1570595446,88,-12.58,13.4,71.89,6.62
1289,norwich,84,GB,1570595403,87,52.63,1.29,51.01,5.82
1290,bom jesus,40,BR,1570595446,83,-5.99,-35.58,78.8,5.82
1291,tazovskiy,100,RU,1570595447,74,67.47,78.7,35.37,15.03
1292,calvia,0,ES,1570595447,82,39.57,2.51,64.0,3.36
1293,koslan,100,RU,1570595447,86,63.46,48.9,34.05,13.69
1294,puerto cabezas,0,NI,1570595447,93,14.04,-83.39,75.97,2.32
1295,conyers,90,US,1570595448,77,33.67,-84.02,71.6,3.36
1296,takoradi,98,GH,1570595448,95,4.89,-1.75,73.39,5.53
1297,krasnoye,75,RU,1570595448,93,44.87,39.46,45.0,4.47
1298,otukpo,100,NG,1570595448,95,7.19,8.13,71.77,2.66
1299,arteaga,5,MX,1570595449,55,25.45,-100.85,77.0,9.17
1300,niort,29,FR,1570595449,93,46.32,-0.46,57.2,11.41
1301,shirokiy,94,RU,1570595449,91,53.87,39.17,30.0,1.99
1302,leiyang,7,CN,1570595450,37,26.42,112.85,90.25,2.67
1303,ampanihy,0,MG,1570595450,31,-24.69,44.75,87.77,6.87
1304,merauke,69,ID,1570595450,57,-8.49,140.4,85.19,12.96
1305,morgan city,1,US,1570595450,94,29.7,-91.21,73.4,3.36
1306,kaniama,100,CD,1570595451,79,-7.57,24.18,72.14,1.14
1307,am timan,100,TD,1570595451,95,11.04,20.28,71.11,3.16
1308,pokosnoye,99,RU,1570595451,54,55.53,101.05,34.47,12.85
1309,dinar,0,TR,1570595452,87,38.07,30.16,53.6,4.7
1310,shelui,99,TZ,1570595452,47,-4.36,34.2,79.25,11.7
1311,dhangadhi,0,NP,1570595452,57,28.7,80.57,78.97,5.21
1312,dembi dolo,18,ET,1570595453,88,8.53,34.8,66.76,3.26
1313,fort thomas,1,US,1570595453,76,39.08,-84.45,57.99,3.91
1314,gunjur,75,GM,1570595454,100,13.18,-16.76,75.2,3.36
1315,hanna,99,CA,1570595455,71,51.64,-111.93,24.89,13.44
1316,ust-kuyga,0,RU,1570595455,88,70.0,135.55,7.72,4.5
1317,linhares,85,BR,1570595455,92,-19.38,-40.06,71.06,2.13
1318,maumere,62,ID,1570595456,58,-8.63,122.22,82.35,6.58
1319,lazaro cardenas,40,MX,1570595456,53,28.39,-105.62,73.4,5.82
1320,valleyview,95,CA,1570595456,74,55.07,-117.28,23.65,6.4
1321,genhe,90,CN,1570595457,44,50.78,121.52,47.66,16.04
1322,oktyabrskiy,100,RU,1570595457,82,55.61,37.97,37.4,6.71
1323,esso,73,RU,1570595457,98,55.93,158.7,31.14,8.44
1324,burnie,95,AU,1570595457,25,-41.05,145.91,64.0,8.01
1325,pedra branca,17,BR,1570595458,72,-5.46,-39.72,70.81,3.49
1326,homer,90,US,1570595458,66,59.64,-151.54,48.2,9.17
1327,plastun,0,RU,1570595458,49,44.76,136.29,53.1,11.27
1328,vangaindrano,34,MG,1570595459,86,-23.35,47.6,74.28,7.06
1329,mgandu,86,TZ,1570595459,65,-5.96,34.11,69.3,13.86
1330,guantanamo,2,BO,1570595459,68,-16.14,-62.05,69.71,2.28
1331,ketchikan,1,US,1570595459,60,55.34,-131.65,44.6,11.41
1332,zlitan,4,LY,1570595460,59,32.47,14.57,71.17,4.63
1333,lamar,1,US,1570595460,48,38.09,-102.62,64.4,17.22
1334,lincoln,1,US,1570595460,71,40.8,-96.67,61.0,12.75
1335,atasu,0,KZ,1570595460,23,48.68,71.64,70.07,5.86
1336,ponnani,40,IN,1570595461,62,10.77,75.93,87.8,3.36
1337,sawakin,0,SD,1570595461,37,19.1,37.33,85.39,9.13
1338,baherden,0,TM,1570595462,25,38.44,57.43,75.91,2.37
1339,beckley,90,US,1570595462,87,37.78,-81.19,57.2,6.93
1340,qom,0,IR,1570595462,15,34.64,50.88,82.72,8.38
1341,gubkin,70,RU,1570595462,62,51.28,37.53,41.74,15.1
1342,otjiwarongo,0,NA,1570595463,13,-20.46,16.65,69.8,4.7
1343,salisbury,100,GB,1570595463,87,51.07,-1.8,53.01,8.05
1344,ladnun,0,IN,1570595464,21,27.64,74.39,89.11,1.83
1345,bosanska krupa,1,BA,1570595464,78,44.88,16.15,45.61,3.06
1346,vallenar,73,CL,1570595464,70,-28.58,-70.76,50.9,1.93
1347,fare,99,PF,1570595464,86,-16.7,-151.02,74.77,23.58
1348,challans,75,FR,1570595465,93,46.85,-1.88,55.4,6.93
1349,ouesso,100,CG,1570595465,98,1.61,16.05,70.09,1.25
1350,matane,20,CA,1570595465,81,48.83,-67.52,44.6,5.82
1351,cururupu,72,BR,1570595466,83,-1.82,-44.87,74.23,2.89
1352,ostrov,97,RU,1570595466,93,57.34,28.36,37.4,4.47
1353,carepa,95,CO,1570595466,98,7.76,-76.65,70.16,3.25
1354,zyryanka,1,RU,1570595467,52,65.73,150.89,24.5,7.83
1355,malmesbury,75,GB,1570595467,100,51.58,-2.1,51.01,10.29
1356,guntakal,0,IN,1570595467,56,15.16,77.38,84.04,2.37
1357,boyolangu,8,ID,1570595467,35,-8.09,111.9,92.07,7.78
1358,tuy hoa,77,VN,1570595229,62,13.08,109.3,85.03,6.35
1359,cacheu,40,GW,1570595468,100,12.27,-16.16,77.0,2.24
1360,mulchen,100,CL,1570595468,57,-37.72,-72.23,47.28,2.77
1361,tomatlan,3,MX,1570595469,90,19.93,-105.25,81.16,5.68
1362,zhuhai,0,CN,1570595469,42,40.71,112.04,62.6,8.95
1363,the valley,40,AI,1570595469,74,18.22,-63.06,84.2,6.93
1364,samoded,99,RU,1570595469,92,63.61,40.52,33.42,13.94
1365,catacocha,89,EC,1570595470,88,-4.05,-79.65,62.96,1.03
1366,mazatlan,40,MX,1570595294,94,23.22,-106.42,86.0,3.36
1367,ulcinj,0,ME,1570595470,71,41.93,19.22,51.8,2.24
1368,jos,98,NG,1570595470,94,9.92,8.9,68.06,2.77
1369,pilibhit,0,IN,1570595471,78,28.63,79.81,80.6,4.7
1370,nioro,100,GM,1570595471,97,13.79,-15.05,73.91,2.93
1371,xichang,77,CN,1570595471,67,27.88,102.25,61.72,10.53
1372,columbus,1,US,1570595472,71,39.96,-83.0,54.0,3.36
1373,emba,0,CY,1570595472,82,34.81,32.42,66.2,3.36
1374,panipat,0,IN,1570595472,37,29.39,76.98,86.72,4.34
1375,tupik,100,RU,1570595472,85,54.43,119.94,29.9,4.5
1376,muleba,75,TZ,1570595473,93,-1.84,31.66,66.2,5.82
1377,uromi,96,NG,1570595473,97,6.71,6.33,71.01,0.75
1378,tra vinh,81,VN,1570595473,53,9.93,106.35,90.77,7.92
1379,mattru,86,SL,1570595474,98,7.62,-11.83,71.69,2.15
1380,deogarh,49,IN,1570595474,67,21.53,84.72,84.18,3.07
1381,skibbereen,75,IE,1570595474,81,51.55,-9.27,46.4,9.17
1382,pio xii,4,BR,1570595474,94,-3.89,-45.17,72.09,1.86
1383,matamoros,1,US,1570595475,78,25.87,-97.51,82.99,4.7
1384,palana,83,RU,1570595475,88,59.08,159.95,42.8,12.1
1385,kano,20,NG,1570595475,94,11.99,8.53,71.6,3.36
1386,riyadh,0,SA,1570595476,47,24.63,46.72,80.6,2.24
1387,quchan,0,IR,1570595476,25,37.11,58.51,69.71,3.29
1388,boulsa,100,BF,1570595476,91,12.66,-0.57,72.41,8.28
1389,mega,41,ET,1570595477,51,4.06,38.32,79.85,15.12
1390,fontem,100,CM,1570595477,96,5.49,9.85,63.27,1.4
1391,zhanjiang,13,CN,1570595477,76,21.2,110.4,81.86,16.79
1392,sainte-maxime,0,FR,1570595478,87,43.31,6.64,62.01,3.51
1393,zhengjiatun,0,CN,1570595478,22,43.51,123.51,71.01,20.69
1394,akwatia,95,GH,1570595478,98,6.04,-0.8,71.19,1.06
1395,meadow lake,79,CA,1570595479,77,54.13,-108.44,23.97,6.33
1396,rhyl,0,GB,1570595479,87,53.32,-3.49,53.6,8.05
1397,barsovo,0,RU,1570595479,86,61.17,73.17,41.0,8.95
1398,manerbio,75,IT,1570595479,87,45.36,10.14,57.2,2.13
1399,tabuk,23,PH,1570595480,76,17.41,121.44,83.07,11.65
1400,shibetsu,75,JP,1570595480,87,44.15,142.46,55.4,5.82
1401,verkhnyaya inta,100,RU,1570595480,70,65.99,60.32,37.98,9.46
1402,plerin,100,FR,1570595481,81,48.54,-2.78,53.6,16.11
1403,sokolo,8,ML,1570595481,65,14.74,-6.12,78.78,11.79
1404,nargana,82,PA,1570595481,86,9.44,-78.59,78.34,9.06
1405,santa maria,90,BR,1570595482,88,-16.02,-48.01,69.8,11.41
1406,oxilithos,20,GR,1570595482,77,38.58,24.12,64.4,11.41
1407,swan hill,7,AU,1570595482,46,-35.34,143.56,61.9,14.24
1408,fort-shevchenko,100,KZ,1570595482,71,44.51,50.26,61.96,15.41
1409,ust-uda,92,RU,1570595483,53,54.17,103.03,36.54,13.8
1410,ekhabi,100,RU,1570595483,97,53.51,142.97,45.9,10.05
1411,korhogo,95,CI,1570595483,96,9.46,-5.63,69.82,6.44
1412,formosa,99,BR,1570595484,68,-15.55,-47.33,70.97,6.04
1413,cloquet,1,US,1570595484,54,46.72,-92.46,59.0,11.62
1414,duldurga,90,RU,1570595484,45,50.67,113.59,38.59,16.37
1415,tambovka,100,RU,1570595484,78,47.32,47.38,50.63,14.3
1416,valreas,0,FR,1570595485,87,44.38,4.99,57.99,1.12
1417,vadamadurai,5,IN,1570595485,55,10.47,78.08,87.41,6.06
1418,caxias do sul,27,BR,1570595486,84,-29.17,-51.18,63.0,1.99
1419,jieshi,51,CN,1570595486,60,22.82,115.83,87.01,6.42
1420,wajima,0,JP,1570595486,39,37.4,136.9,66.2,4.7
1421,rosetown,100,CA,1570595487,77,51.55,-107.99,27.0,1.01
1422,naxos,40,GR,1570595487,72,37.11,25.38,68.0,13.87
1423,espanola,0,CA,1570595487,94,46.27,-81.77,39.99,3.89
1424,yatou,75,CM,1570595488,100,3.63,9.81,75.2,3.36
1425,benghazi,75,LY,1570595488,50,32.12,20.07,78.87,33.88
1426,mbandaka,94,CD,1570595488,94,0.05,18.26,73.63,1.88
1427,chulym,47,RU,1570595488,64,55.09,80.97,55.11,7.52
1428,orsha,90,BY,1570595489,86,54.51,30.43,39.2,11.18
1429,torata,90,EC,1570595489,33,-3.6,-79.89,89.6,6.93
1430,sao raimundo das mangabeiras,14,BR,1570595489,66,-7.02,-45.48,77.41,0.39
1431,azoyu,96,MX,1570595489,96,16.72,-98.73,75.07,2.92
1432,amboasary,20,MG,1570595490,83,-25.04,46.38,73.4,20.8
1433,sayyan,22,YE,1570595490,38,15.17,44.32,63.01,9.09
1434,maragogi,20,BR,1570595490,74,-9.01,-35.22,77.76,13.13
1435,samana,56,EC,1570595491,99,0.12,-76.97,68.31,1.25
1436,kutulik,95,RU,1570595491,59,53.35,102.79,37.44,12.71
1437,chicaman,100,GT,1570595491,97,15.4,-90.73,59.18,1.97
1438,porgera,100,PG,1570595492,95,-5.46,143.15,57.79,1.74
1439,awbari,66,LY,1570595492,51,26.59,12.77,63.75,6.08
1440,balikpapan,100,ID,1570595492,80,-1.24,116.86,82.6,4.83
1441,terrace bay,67,CA,1570595493,89,48.78,-87.1,49.46,10.11
1442,viking,83,CA,1570595493,63,53.1,-111.78,26.78,10.21
1443,belfast,94,GB,1570595493,87,54.6,-5.93,48.99,12.75
1444,alekseyevsk,98,RU,1570595494,58,57.84,108.35,26.17,8.75
1445,trairi,36,BR,1570595494,86,-3.28,-39.27,71.46,5.91
1446,vyazma,99,RU,1570595494,96,55.21,34.3,36.4,11.5
1447,felipe carrillo puerto,84,MX,1570595494,97,19.58,-88.05,73.06,1.39
1448,rajura,64,IN,1570595495,64,19.78,79.37,84.74,6.2
1449,marienburg,20,DE,1570595495,81,52.12,9.98,54.0,11.41
1450,nikolayevsk-na-amure,100,RU,1570595495,73,53.14,140.72,45.91,5.77
1451,puerto del rosario,20,ES,1570595496,77,28.5,-13.86,69.8,8.05
1452,sinnar,9,IN,1570595496,63,19.85,74.0,82.17,7.24
1453,salekhard,100,RU,1570595496,93,66.54,66.62,37.51,5.0
1454,kathmandu,40,NP,1570595497,73,27.71,85.32,69.8,4.7
1455,jiazi,75,CN,1570595497,59,19.61,110.49,89.6,13.42
1456,manicore,84,BR,1570595497,98,-5.81,-61.3,73.35,2.5
1457,gorontalo,46,ID,1570595497,50,0.54,123.06,86.14,6.55
1458,myskhako,59,RU,1570595498,64,44.66,37.76,51.1,7.36
1459,tokur,89,RU,1570595498,57,53.13,132.9,43.25,3.09
1460,general roca,0,AR,1570595498,39,-39.03,-67.58,60.8,8.05
1461,balaguer,30,ES,1570595499,77,41.79,0.81,62.6,10.29
1462,manokwari,100,ID,1570595499,82,-0.87,134.08,78.64,3.0
1463,tongchuan,90,CN,1570595499,100,34.9,108.95,55.4,8.95
1464,coracora,0,PE,1570595500,38,-15.02,-73.78,46.01,1.5
1465,wundanyi,81,KE,1570595500,74,-3.4,38.37,72.25,8.59
1466,kazerun,0,IR,1570595500,46,29.62,51.65,84.16,1.67
1467,camaqua,61,BR,1570595501,95,-30.85,-51.81,57.38,1.7
1468,oranjestad,40,AW,1570595501,79,12.52,-70.03,84.2,11.41
1469,bastia,40,IT,1570595501,72,44.6,8.98,64.4,6.93
1470,melfort,40,CA,1570595501,68,52.87,-104.61,30.2,8.05
1471,marzuq,73,YE,1570595502,34,14.4,46.47,74.97,1.03
1472,livingston,1,US,1570595502,88,32.58,-88.19,66.0,3.67
1473,markova,75,RU,1570595502,69,52.21,104.21,35.6,15.66
1474,nanticoke,1,US,1570595503,100,41.21,-76.0,53.01,4.16
1475,doba,40,ET,1570595503,56,9.29,41.09,76.27,2.44
1476,matveyevka,60,RU,1570595503,66,54.92,83.08,50.0,4.47
1477,gisborne,43,NZ,1570595504,48,-38.66,178.02,73.0,3.0
1478,yam,0,UZ,1570595504,21,40.03,68.52,72.68,7.31
1479,hanyang,100,CN,1570595504,92,32.14,105.51,56.07,4.36
1480,gayduk,68,RU,1570595505,64,44.79,37.7,48.58,5.0
1481,lahij,45,YE,1570595505,58,13.06,44.88,86.7,19.68
1482,toamasina,75,MG,1570595505,94,-18.17,49.38,71.6,3.36
1483,muswellbrook,73,AU,1570595506,45,-32.27,150.89,61.45,9.44
1484,ishigaki,40,JP,1570595506,74,24.34,124.16,80.6,19.46
1485,kyzyl-suu,41,KG,1570595506,51,42.34,78.0,57.2,1.59
1486,mae sai,20,MM,1570595507,70,20.44,99.89,84.2,4.7
1487,forssa,90,FI,1570595511,100,60.82,23.63,34.0,3.36
1488,capaci,0,IT,1570595512,83,38.17,13.24,66.99,3.33
1489,amarillo,1,US,1570595409,56,35.21,-101.83,69.8,20.8
1490,bumba,100,CD,1570595512,95,2.18,22.47,71.82,3.96
1491,nizamabad,36,IN,1570595513,70,18.67,78.1,81.94,6.42
1492,teknaf,4,BD,1570595513,46,20.86,92.31,93.43,2.69
1493,druzhba,99,UA,1570595513,59,52.05,33.94,42.3,18.48
1494,van buren,1,US,1570595514,86,47.16,-67.94,42.8,4.7
1495,santiago del estero,0,AR,1570595514,46,-27.8,-64.26,67.66,8.44
1496,xingcheng,91,CN,1570595514,24,40.62,120.71,74.25,19.39
1497,presque isle,1,US,1570595514,100,46.68,-68.02,41.0,3.36
1498,agirish,100,RU,1570595515,67,61.92,63.02,42.37,4.03
1499,sao jose da coroa grande,20,BR,1570595515,74,-8.9,-35.15,77.76,13.13
1500,flinders,75,AU,1570595515,45,-34.58,150.85,64.99,14.99
1501,madisonville,1,US,1570595516,81,37.33,-87.5,55.4,5.48
1502,ranong,40,TH,1570595516,66,9.96,98.62,89.6,5.82
1503,nizwa,0,OM,1570595516,32,22.93,57.53,81.59,2.66
1504,venice,1,US,1570595516,94,27.1,-82.45,77.0,3.86
1505,karpathos,20,GR,1570595517,88,35.51,27.21,69.8,5.82
1506,johnson city,1,US,1570595517,93,36.31,-82.35,59.0,4.7
1507,anzio,0,IT,1570595517,76,41.45,12.63,62.01,4.7
1508,chara,90,GR,1570595517,100,39.42,22.43,59.0,4.7
1509,mingoyo,75,TZ,1570595518,94,-10.1,39.64,75.2,6.93
1510,luganville,75,VU,1570595518,74,-15.51,167.18,82.4,10.29
1511,yangambi,100,CD,1570595518,98,0.77,24.47,69.89,3.6
1512,popondetta,52,PG,1570595519,88,-8.77,148.24,73.22,5.3
1513,melilla,90,EC,1570595519,88,-0.8,-80.23,71.6,6.93
1514,rena,0,ES,1570595519,86,39.05,-5.81,63.0,3.0
1515,timra,90,SE,1570595520,100,62.49,17.33,41.0,5.82
1516,pestravka,100,RU,1570595520,82,52.4,49.95,46.49,10.74
1517,westerland,90,NL,1570595520,76,52.89,4.93,55.99,18.34
1518,ambala,20,IN,1570595520,88,30.38,76.77,77.0,2.24
1519,kikwit,100,CD,1570595521,88,-5.04,18.82,73.85,0.36
1520,sangar,92,RU,1570595521,52,63.92,127.47,33.79,7.47
1521,clyde,97,NZ,1570595522,83,-45.19,169.32,57.0,1.01
1522,honningsvag,75,NO,1570595522,80,70.98,25.97,41.0,18.34
1523,maua,83,KE,1570595522,71,0.23,37.94,59.11,7.96
1524,schenectady,40,US,1570595522,87,42.81,-73.94,48.0,4.65
1525,gorin,100,BF,1570595523,91,12.34,-0.67,72.41,8.28
1526,sokoni,37,CD,1570595524,40,-12.89,28.78,76.39,8.58
1527,kadaya,100,RU,1570595524,35,50.93,119.29,48.49,19.13
1528,isla vista,1,US,1570595524,87,34.41,-119.86,62.6,2.28
1529,quatre cocos,75,MU,1570595524,73,-20.21,57.76,75.0,13.87
1530,meleuz,100,RU,1570595525,57,52.96,55.93,45.36,7.83
1531,zyukayka,100,RU,1570595525,95,58.2,54.7,35.44,2.15
1532,francisco sa,0,BR,1570595525,47,-16.48,-43.49,75.2,4.7
1533,pustoshka,99,RU,1570595526,96,56.34,29.37,38.16,6.62
1534,weyburn,97,CA,1570595526,95,49.67,-103.85,36.28,15.99
1535,xining,100,CN,1570595526,90,36.62,101.77,42.75,3.0
1536,igrim,94,RU,1570595527,72,63.19,64.42,41.85,2.73
1537,jonesboro,1,US,1570595492,67,35.84,-90.7,57.2,3.36
1538,grootfontein,0,NA,1570595527,12,-19.56,18.1,73.26,12.03
1539,bushehr,0,IR,1570595527,79,28.97,50.84,89.6,2.24
